text,label,participant_id
 I guess my greatest personal attribute is to be able to listen and take multiple sides of the story  and I guess kind of well. Hold on. And my best personal attributes is definitely too like remain charismatic and listen in on things. I guess right now. My best personal attribute is 2. My best personal attribute is to remain open minded. I guess I can listen in on both sides of the story and kind of get a consensus going.,sno,14
 Definitely my focus. I struggle with that a lot. Definitely my focus. I struggle with that a bit  but I'm getting better at that.,sno,14
 Maybe had nine out of 10. ,so,14
I could definitely do better in some parts.,sno,14
 Eljay cheeky question. They're tricky  right? Sure  alright. And. Motivator here Ali I feel like. Motivator I would inspire other people to get going and maybe they provide like energy boosters and something. And I guess my enemy would be like demotivators so something like probably something to do along like negativity and bad emotions and doubt.,query,14
 Don't take criticism from someone you wouldn't take advice from.,sno,14
 My name?,query,21
 Yes.,y,21
 I don't think so.,sno,21
 Probably Apple.,sno,21
 Apple.,sno,21
 I've just done some daycamp stuff from the past.,sno,21
 Math  mostly an art. Really great art.,sno,21
 I was really good.,sno,21
 Mostly Asian bees. Rarely sees. But mostly Asian math.,sno,21
Fiscal?,query,21
 No  no  I said this.,n,21
 I don't know because I'm not a person.,dno,21
 Yes  great art.,y-d,21
 Hello canvas. Poorly. Little K yes Worley. It will care  yes  but morally.,sno,21
 My superpower would be super strength. The Black Iron rider. And arch nemesis. Yes  some time.,sno,21
 Get it right.,sno,21
How do you ideals?,query,21
Try to get ready.,sno,21
 How do you like deals? ,query,21
I like to do something and cleans and drawn art.,sno,21
 Probably make you think of 1 right now.,sno,21
 Bad.,sno,21
 Exit. Netflix.,sno,21
 {personName} apologizing.,sno,21
 Alright  great Fortunately.,sno,21
 I don't know.,dno,21
 No  I do not have a drivers license that we really do wish that did.,n-d,21
 Yeah  how do I get an art job?  Close to the town. ,query,21
 Hello gene.,fp,22
 My name is {personName}.,sno,22
 Yes  ma'am.,y,22
 Yes  ma'am.,y,22
 I used to work at a supermarket.,sno,22
 I have used Microsoft Word in the past.,sno,22
 I am proficient with Microsoft Word.,sno,22
 I've been using Microsoft Word for around 10 years.,sno,22
 I've. Pardon me  I have used Microsoft Excel in the past.,sno,22
unfortunately,sno,22
 I have not worked on any such projects.,sno,22
 Science.,sno,22
 You can learn all about many different themes such as space and planets.,sno,22
 I have averaged eggs in my science classes.,sno,22
 Yes ma'am  I have participated in board game clubs and school plays.,y-d,22
 Mary create.,sno,22
 I could work on being a better team player.,sno,22
 I think I am doing well.,so,22
 My name is the green ogre. My superpower is superstring. And my arch nemesis is Farquaad from Shrek.,sno,22
 The day you stop learning something is the day you die.,sno,22
 It would be positive  respectful and create.,sno,22
 One time there was a rude customer at the supermarket. She was very rude and I helped her and then she was no longer root.,sno,22
 One time there was a rude customer at a supermarket I helped her and then she was nice.,sno,22
 I would correct the mistake.,sno,22
 One time there was a rude coworker at a supermarket. I told them I had a problem with them and they apologized.,sno,22
 Sometimes there are new company policy's at the supermarket. I fixed it with or.,sno,22
 I work with many different people at the supermarket.,sno,22
 Yes  ma'am I do.,y,22
 What will I be doing at the job? ,query,22
 No  ma'am  no other questions. ,n-d,22
{personName}.,sno,23
 Yes.,y,23
 Yes  working in office.,y,23
 Microsoft Word.,sno,23
 Microsoft Excel.,sno,23
yes,y,23
 Data entry.,sno,23
 Art.,sno,23
 Listen my creativity.,sno,23
 Please.,query,23
 Not sure.,dno,23
 Hey Ashley.,fp,23
No  very badly.,n,23
 Night  yeah?,y,23
 Unsure.,dno,23
I'm sure.,y,23
 Relaxing. ,sno,23
Hey Cortana.,fp,23
Not like a family.,n,23
Like a family.,sno,23
 Yeah.com no  I don't know.,dno,23
 Not sure.,dno,23
 Tell you that mistake.,sno,23
 Not sure.,dno,23
 I sometimes don't handle change well.,sno,23
 I I don't know.,dno,23
 No  I do not.,n,23
 What is my job entail? ,query,23
 I'm {personName}.,sno,24
 It does.,sno,24
 I was a counselor in training when I was 15.,sno,24
 I'm not really experienced with Microsoft or Apple.,sno,24
 I don't really have any experience with either of those phones.,sno,24
 Probably a 55.,sno,24
 I haven't really been busy.,sno,24
 I think I would spend two or three hours.,sno,24
 No  but I can try.,n-d,24
i haven't,sno,24
 I don't really work for a team 'cause I'm not really experienced with. 13 A team game.,sno,24
 I was always a fan of science.,sno,24
 I was enjoying learning about our planet. And the weather.,sno,24
 Play zombies. The great site recently received word. Says an employee. When I was meant for it  I've always received good grades.,sno,24
 No. I didn't. I didn't really participate. Types of experiences.,n-d,24
 My greatest strength was intelligence.,so,24
 Working on better using social skills and communication.,sno,24
I think I'm enjoying my interview.,so,24
 Spiderman. I have power to the spider and my arch nemesis is done. My superhero name is Spiderman. I had a spider powers and my arch nemesis is Burnham and Carnage.,sno,24
 My mentor gave me advice on not giving up.,sno,24
 My device actually motivates me to inactive and not find anybody and myself.,sno,24
 You kinda meteorologist and. Meteorologie,sno,24
 giving up electronics for about 24 hours.,sno,24
 I went bungee jumping when I was 11 years old. I was afraid of Heights  but I got over my fear by just taking the jump. Elite buffet. A leap of faith.,sno,24
 I would actually just learn from that mistake. Or ask for somebody to help you.,sno,24
 Had to better improve my patience. And not be negative.,sno,24
 It actually happened when I was rearranging my room.,sno,24
 When I was a countdown forming out of summer camp.,sno,24
 Camera successful because they give supports. Hey guns.,sno,24
 No.,n,24
 I don't really have any questions  so I'm good. ,sno,24
{personName},sno,20
 Yes  done.,y,20
 Yes I do.,y,20
 We can't Miss Girl 10 out of 10.,sno,20
 For a really long time.,sno,20
 I have used all of them.,sno,20
 Very proficient.,sno,20
 For a really really  really long time.,sno,20
 We're like ours. For like hours.,sno,20
 24 hours. Every day. 24 hours every day.,sno,20
 I've worked on several projects with other people.,sno,20
 All subjects. In school. Also Jackson school. All subjects at school.,sno,20
 I liked all the subjects at school because. I've learned from all. I like all these subjects because I've learned from all of them.,sno,20
 Hi great  this is 119th I think yeah. I've got 190. I've got hundreds and 90. 1900s and 90s on. 119 on every score of a test.,sno,20
 Every activity.,sno,20
 Helping others  being kind and helping others. Being kind in helping others.,sno,20
 Trying my best to be on time and work really  really hard.,sno,20
 I think I'm doing it very well.,so,20
 My best advice would be. You always try your best.,sno,20
 Because it would help me in the future if I failed  I'll try again.,sno,20
 Ideal work environment would be. Helping out I'll be helping out. Until environment would be helping out. Environment would be. Helping out,sno,20
 don't make it on time well. The time I had to make a difficult decision. Was when I had. To this  one had to decide. 9. Well  major. It was when I choose between. Being at school or not going to school.,sno,20
 Cortana is on my comfort zone was. Afraid of being left out.,so,20
 Steak. He could try again. I'm certain you'll get it right.,sno,20
 The time other deal was a difficult team member is when. Is when they argued with me and I told and I resolved it. By talking it out with them.,sno,20
 I meant change by adapting to it. Without any problem.,sno,20
 The time I worked with the first group. Is when I work with them on a team.,sno,20
 Yes  because. They helped me learn. About what working is all about.,y-d,20
 No  not yet.,n,20
 No  no questions at all.  No questions at all. ,n,20
