 You can learn all about many different themes such as space and planets.,sno
 I have averaged eggs in my science classes.,sno
 Yes ma'am  I have participated in board game clubs and school plays.,y-d
 Mary create.,sno
 I could work on being a better team player.,sno
 I think I am doing well.,so
 My name is the green ogre. My superpower is superstring. And my arch nemesis is Farquaad from Shrek.,sno
 The day you stop learning something is the day you die.,sno
 It would be positive  respectful and create.,sno
 One time there was a rude customer at the supermarket. She was very rude and I helped her and then she was no longer root.,sno
 One time there was a rude customer at a supermarket I helped her and then she was nice.,sno
 I would correct the mistake.,sno
 One time there was a rude coworker at a supermarket. I told them I had a problem with them and they apologized.,sno
 Sometimes there are new company policy's at the supermarket. I fixed it with or.,sno
 I work with many different people at the supermarket.,sno
 Yes  ma'am I do.,y
 What will I be doing at the job? ,query
 No  ma'am  no other questions. ,n-d
{personName}.,sno
 Yes.,y
 Yes  working in office.,y
 Microsoft Word.,sno
 Microsoft Excel.,sno
yes,y
 Data entry.,sno
 Art.,sno
 Listen my creativity.,sno
 Please.,query
 Not sure.,dno
 Hey {personName}.,fp
No  very badly.,n
 Night  yeah?,y
 Unsure.,dno
I'm sure.,y
 Relaxing. ,sno
Hey Cortana.,fp
Not like a family.,n
Like a family.,sno
 Yeah.com no  I don't know.,dno
 Not sure.,dno
 Tell you that mistake.,sno
 Not sure.,dno
 I sometimes don't handle change well.,sno
 I I don't know.,dno
 No  I do not.,n
 What is my job entail? ,query
 I'm {personName}.,sno
 It does.,sno
 I was a counselor in training when I was 15.,sno
 I'm not really experienced with Microsoft or Apple.,sno
 I don't really have any experience with either of those phones.,sno
 Probably a 55.,sno
 I haven't really been busy.,sno
 I think I would spend two or three hours.,sno
 No  but I can try.,n-d
i haven't,sno
 I don't really work for a team 'cause I'm not really experienced with. 13 A team game.,sno
 I was always a fan of science.,sno
 I was enjoying learning about our planet. And the weather.,sno
 Play zombies. The great site recently received word. Says an employee. When I was meant for it  I've always received good grades.,sno
 No. I didn't. I didn't really participate. Types of experiences.,n-d
 My greatest strength was intelligence.,so
 Working on better using social skills and communication.,sno
I think I'm enjoying my interview.,so
 Spiderman. I have power to the spider and my arch nemesis is done. My superhero name is Spiderman. I had a spider powers and my arch nemesis is Burnham and Carnage.,sno
 My mentor gave me advice on not giving up.,sno
 My device actually motivates me to inactive and not find anybody and myself.,sno
 You kinda meteorologist and. Meteorologie,sno
 giving up electronics for about 24 hours.,sno
 I went bungee jumping when I was 11 years old. I was afraid of Heights  but I got over my fear by just taking the jump. Elite buffet. A leap of faith.,sno
 I would actually just learn from that mistake. Or ask for somebody to help you.,sno
 Had to better improve my patience. And not be negative.,sno
 It actually happened when I was rearranging my room.,sno
 When I was a countdown forming out of summer camp.,sno
 Camera successful because they give supports. Hey guns.,sno
 No.,n
 I don't really have any questions  so I'm good. ,sno
{personName},sno
 Yes  done.,y
 Yes I do.,y
 We can't Miss Girl 10 out of 10.,sno
 For a really long time.,sno
 I have used all of them.,sno
 Very proficient.,sno
 For a really really  really long time.,sno
 We're like ours. For like hours.,sno
 24 hours. Every day. 24 hours every day.,sno
 I've worked on several projects with other people.,sno
 All subjects. In school. Also {personName} school. All subjects at school.,sno
 I liked all the subjects at school because. I've learned from all. I like all these subjects because I've learned from all of them.,sno
 Hi great  this is 119th I think yeah. I've got 190. I've got hundreds and 90. 1900s and 90s on. 119 on every score of a test.,sno
 Every activity.,sno
 Helping others  being kind and helping others. Being kind in helping others.,sno
 Trying my best to be on time and work really  really hard.,sno
 I think I'm doing it very well.,so
 My best advice would be. You always try your best.,sno
 Because it would help me in the future if I failed  I'll try again.,sno
 Ideal work environment would be. Helping out I'll be helping out. Until environment would be helping out. Environment would be. Helping out,sno
 don't make it on time well. The time I had to make a difficult decision. Was when I had. To this  one had to decide. 9. Well  major. It was when I choose between. Being at school or not going to school.,sno
 Cortana is on my comfort zone was. Afraid of being left out.,so
 Steak. He could try again. I'm certain you'll get it right.,sno
 The time other deal was a difficult team member is when. Is when they argued with me and I told and I resolved it. By talking it out with them.,sno
 I meant change by adapting to it. Without any problem.,sno
 The time I worked with the first group. Is when I work with them on a team.,sno
 Yes  because. They helped me learn. About what working is all about.,y-d
 No  not yet.,n
 No  no questions at all.  No questions at all. ,n
oops.,fe
"if i can, oh my goodness.",fe
oh gosh.,fe
whoops,fe
"oh my gosh, the r is really moving now, ok?",fe
oh shoot.,fe
oh boy.,fe
"oh man, it's like going through it.",fe
damn it.,fe
stupid.,fe
oh dang it.,fe
hard is gonna ****.,fe
oh man.,fe
god.,fe
oh my.,fe
oh wow.,fe
"wow, that's weird.",fe
"wow, it's like pulling me.",fe
"wow, this is trippy.",fe
dang it.,fe
down dang it.,fe
****.,fe
dang it got it.,fe
dang it dang it.,fe
shut up.,fe
"god, my heart is going through the roof.",fe
******.,fe
geez {personName},fe
"crap, knocked it over again, but that's ok.",fe
oh ****.,fe
"god, i don't know where this supposed to go.",fe
"oh no, no, it's supposed to be a cable.",fe
oh god.,fe
**** you too.,fe
oh boy jobs.,fe
***.,fe
**** lick,fe
"oh man, there's a timer.",fe
"oh, whoops.",fe
oh no.,fe
"oh my goodness, it's not in english.",fe
wow.,fe
oh my god.,fe
oh cats.,fe
oh damn.,fe
well my god.,fe
my gosh.,fe
"sheesh, ok.",fe
oh lord.,fe
oop.,fe
"oh boy, ok.",fe
"well, thank you.",ft
thank you.,ft
hi.,fp
thanks.,ft
hello {personname}.,fp
hello {personName}.,fp
hello?,fp
hello.,fp
how you doing?,fp
hi,fp
"hi,",fp
"hello, {personName}.",fp
i'm sorry.,fa
"um, hello, um,",fp
and i'm sorry,fa
"sorry,",fa
"excuse me, i've got a cold today.",fa
"well, i'm sorry i interrupted, um,",fa
"sorry about that,",fa
"i'm sorry,",fa
"excuse me, my throat's not as clear today as it should be.",fa
"actually, i'm sorry, not until,",fa
sorry about that.,fa
"well thanks for being home, uh, on the weekend,",ft
"or, i am sorry,",fa
"hi, {personName}.",fp
and a very good afternoon to you.,fp
"and aft-, good afternoon to you.",fp
sorry about my mind.,fa
"afternoon, {personName},",fp
"it certainly is, uh, going to be a pleasure to chat with you.",fp
excuse me.,fa
"hi, {personName}.",fp
i'm sorry,fa
"i'm sorry for these beeps,",fa
"well thanks,",ft
"thanks for the tip, {personName}.",ft
welcome to the net,fp
"i'm sorry, i dropped the phone",fa
"oh well, thanks.",ft
"you know, i'm sorry,",fa
"{personName} in plano, texas. how are you doing today?",fp
"fine,",fp
"hello,",fp
"well i really appreciate all the helpful tips,",ft
"excuse me,",fa
pretty good.,fp
good.,fp
i beg your pardon.,fa
hello,fp
"thanks,",ft
thanks a lot.,ft
"well, thanks,",ft
and i thank you.,ft
thank you {personName}.,ft
"i'm sorry, this, i really feel strongly about this.",fa
"my mother, excuse me.",fa
"uh, well, thank you.",ft
sorry,fa
"well, i'm sorry",fa
hi {personName}.,fp
how are you today?,fp
i'm great,fp
oh thanks,ft
didn't mean to cut you off there.,fa
sorry.,fa
i'm sorry i keep coughing.,fa
i am sorry.,fa
hi {personName}.,fp
good morning.,fp
sorry.,fa
"oh, i'm sorry",fa
sorry about that,fa
"well, thanks so much.",ft
"pardon the terminology,",fa
thank you.,ft
"hey, well thanks for the call.",ft
"well thanks a bunch,",ft
hey thanks so much.,ft
"thank you,",ft
"hey thanks a lot,",ft
"oh, thank you.",ft
and thanks for calling.,ft
"how you doing, {personName}?",fp
thanks for call.,ft
sorry i roped on volvos then,fa
sorry i roped on volvos then.,fa
"{personName}, how are you doing today?",fp
fine.,fp
"hi {personName},",fp
"an, and thanks for participating.",ft
and thank you for calling.,ft
thank you very much.,ft
oh. thank you very much,ft
"well, thanks for calling",ft
"hi, {personName}.",fp
thanks for punching in,ft
i'm so sorry.,fa
hey {personName}.,fp
"well, thank you",ft
good morning,fp
"hi {personName},",fp
"hi, this is {personName},",fp
"hi, {personName}.",fp
"fine, thanks",fp
hi {personName}.,fp
hi {personName}.,fp
"well, thank you very much.",ft
"hi, {personName}.",fp
all right.,fp
yes.,fp
"yes,",fp
i'm sorry to keep you waiting,fa
well thanks a lot.,ft
"well, hi.",fp
thank you for noticing,ft
"well, good afternoon to you, {personName}.",fp
thank you,ft
"hi, um,",fp
"well, hi,",fp
"good morning. um,",fp
"so, it's nice to talk with you",fp
"thanks for that, uh, reference.",ft
"hi, {personName}.",fp
"oh, i'm sorry.",fa
"well anyway, i'm sorry",fa
"hi, {personName}.",fp
i'm {personName}.,fp
hello there.,fp
so hello {personName}.,fp
"i'm sorry, um",fa
"and i apologize if you're a bird lover,",fa
sorry for the delay.,fa
"thank you, ma'am.",ft
"oh, pardon me,",fa
"hi, uh,",fp
